,sentence,label
9396,Well you told others you'd marry them...,0
6564,These will ultimately have the best chance of producing returns for investors,1
8908,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,0
9000,But i'll b going 2 sch on mon. My sis need 2 take smth.,0
6148,They do factor that a certain percentage of their investments will fail but the ones that succeed can deliver massive returns.,1
8298,Your daily text from me ÛÒ a favour this time,0
6013,The results also revealed a large discrepancy in some categories between the level of investment interest and the number of entrepreneurs looking for funding.,1
9211,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",0
2015,Trying to run the company at the same time as fundraise,1
10197,7 lor... Change 2 suntec... Wat time u coming?,0
9381,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",0
4614,What attracted investors to your company?,1
4513,The Almost Now becomes like a whitespace of a horizon that can be projected onto and forecasted into that is suspended between the Disrupted Present and the Uncertainty Future,1
1203,I think the real challenge will be to ensure that those who need it most receive such funding easily and quickly,1
6202,The cost of the financing is a percentage of each invoice.,1
3966,I’ve been very proud of the grit the team and I have shown and our achievements this year but I’m not satisfied that I’ve made anything yet,1
11650,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,0
1404,What message would you have for investors?,1
10338,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,0
4087,"aisle 3 is a new marketplace providing choice and control for shoppers across the globe, who are able to select from 600 retailers on the platform",1
9980,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0
1687,"Join us for the inaugural Angel Investment Network, Pitch and Pint, at the Duke on the Green in Parsons Green.",1
5043,We are also keeping in regular contact with our family and friends including those that we have met along our start-up journey,1
7164,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",0
4229,It’s widely predicted that the first company with a non-invasive solution will take a large share of that very valuable market.,1
1197,"We have offered donations to various organisations such as drop of life, save the children, little hearts, Oxfam International and more",1
5769,The trick to doing this and engaging them is to try to include some impressive update that you’ve achieved since your previous message to them e.g,1
8948,I cant pick the phone right now. Pls send a message,0
11313,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,0
1733,Speaking about the anniversary James Badgett said:,1
4776,"behindtheraise, fundraising, investment",1
5065,We have had to make slight adjustments in securing backup funding and changing our budget to suit the current circumstances.,1
11795,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,0
11081,No no. I will check all rooms befor activities,0
9854,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,0
2620,Make sure the team is focused sharp in the product USP and integrate other tools to help speed up development.,1
5553,Ethical investment platform SeedTribe has relaunched as a new UK-focused impact hub,1
1997,"Reading about how to ride a bike isn’t going to magically allow you to ride a bike, and the same is just as true when it comes to self development",1
2823,If it wasn’t for you Angel Investment Network we wouldn’t have raised as much as we did.,1
8852,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",0
8078,Convey my regards to him,0
12513,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,0
8165,"Haha yeah I see that now, be there in a sec",0
1260,Some will make it but others won’t and we can’t be too hard on ourselves for something that is out of our control.,1
12400,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,0
194,My biggest fundraising mistake was…,1
11371,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",0
3749,A lot of proponents are enjoying that this is a sector being given the opportunity to show what it can do,1
7859,Did he just say somebody is named tampa,0
851,"Which email conversation in your inbox represents an ongoing dialogue with someone of influence that if it comes to fruition, could add immediate acceleration to your planning and strategy?",1
1192,"The heads of the department then in turn, have meetings with their relevant sub teams to ensure that there is 100% alignment and coordination",1
1283,We think that there’s growth in this sector because: ,1
8002,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0
10337,"K, if u bored up just come to my home..",0
3863,Why did you set up this company?,1
6644,Many of our customers are innovative future-facing companies including DXC Drones and IBM’s #AccessibleOlli.,1
2111,"I tend to go with my gut feeling, of course they need to have the skill but not necessarily the experience",1
34,Instead entrepreneurs should have a laser-like focus on winning customers and sales in the early stages and should bootstrap as far as possible,1
3028,"Airlines, for example, are severely hurting and looking for a bailout",1
813,"If you would like to receive further tips from Silicon Rhino about how to implement Technical Due Diligence, sign up here.",1
9349,Yar else i'll thk of all sorts of funny things.,0
3753,The speed of change in attitudes and investment sentiment shows the extent to which EdTech has been pent up by a challenging growth environment,1
4112,"This can be a great time to look for investment, as many investors are looking to move quickly and close investments before heading off on their well earned break (even if this year that will be at home…).",1
11780,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,0
5741,Many of the most successful businesses are at their core very simple ideas,1
8652,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",0
4602,A lot more people have got dogs during lockdown but a lot of people are going back to the office,1
6356,The British Business Bank would establish ‘new investment programmes to support business angel groups outside of London’.,1
3378,"We needed more liquidity to invest in marketing and tech development, so we decided to start working towards our first seed round.",1
1775,"A distinguished business academic and business leader, Joachimsthaler believes we are witnessing the birth of a new type of company that he describes as an ‘interaction field’ company.",1
7202,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0
11587,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),0
8098,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0
208,We fill all our power banks with renewable energy saving 13 grams of CO2 per charge & recycle our batteries to areas with no electricity by making off-grid solar lights with Liter of Light,1
10939,Does daddy have a bb now.,0
9992,So i'm doing a list of buyers.,0
6916,"Pip Jamieson – Founder & CEO, The Dots",1
1808,"They are in the business of making them efficient, removing frictions and enabling them to sell more.",1
2428,#Behindtheraise with Occuity,1
6193,Ideal for start-ups and growth periods.,1
3574,"Enter Zero Carbon Food (ZCF), a cutting edge AgTech company that builds and operates controlled environment farms, providing a future-proof and sustainable solution for growing",1
8227,So Ì_'ll be submitting da project tmr rite?,0
9141,Alright took the morphine. Back in yo.,0
12123,"Hi Chikku, send some nice msgs",0
11031,I'm very happy for you babe ! Woo hoo party on dude!,0
6463,"The later stage the company, the more data, the more due diligence, the more predictable the outcome.",1
4858,There’s no brand so strong — no company with a competitive advantage so lopsided — that it can miss out on the top talent and stay ahead of the chasing pack,1
11309,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,0
88,People who can work in an intense environment and are driven by our mission to create people who can take up the vacuum in the global tech skills gap.,1
11602,And I don't plan on staying the night but I prolly won't be back til late,0
11720,"Yup. Anything lor, if u dun wan it's ok...",0
10988,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,0
808,"Technology can sometimes be unpredictable, so every tech team should have at least a disaster recovery plan in case there are problems with the hosting of the platform or some external services",1
11108,I want to lick your pussy now...,0
12212,K.k.how is your business now?,0
7320,"Merry Christmas to you too babe, i love ya *kisses*",0
4283,"In response to Covid-19, XDD is now virtual, which has brought the future forward suddenly.",1
3926, Investment activity has rapidly obtained new momentum.,1
10668,Yeah imma come over cause jay wants to do some drugs,0
5897,Former Spice Girl’s Startup breaks investment record on Angel Investment Network,1
1097,My IBS and dry skin disappeared and there was no area of my life that didn’t improve.,1
6279,High-street based small businesses are the biggest winners,1
8443,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,0
3092,We felt frustrated at the compromise between style and practically in women’s rainwear,1
5911,"As a business it has some great fundamentals, but clearly Emma Bunton’s extra spice was a key ingredient.",1
10948,HMM yeah if your not too grooved out! And im looking forward to my pound special :),0
1671,"Invoice fraud results in over $26bn of losses worldwide (Source FBI) yet, there are very few solutions which address this issue",1
4178,You can find out more at the interim landing page,1
4345,Finally a quick diagram to assess where you are at in relation to this shift,1
940, I would also look at the top questions you would expect and have answers ready for them,1
1155,"This includes mobile, TV and web – transforming moments of time into moments of joy, wherever and whenever.”",1
1831,Our own channel startup.fm has featured some fascinating discussions so far and I wanted to pick out five great revelations from our guests so far.,1
5175,"For software companies, the main problems in many sectors have been the war for talent (and huge salary inflation for developers) and rising customer acquisition costs",1
823,In truth for both parties this often feels like a ‘finger in the air’ exercise at best,1
4705,"We also give 10% of our profits to patient-support charities such as Bipolar UK & the British Menopause Society, as chosen by our users",1
2500,The solutions to so many of the problems we face are in the minds of startup founders and we are proud of the work we are able to do to help them fund their ambitions.”,1
11724,"There'll be a minor shindig at my place later tonight, you interested?",0
276,How did you get your first customer? ,1
11277,I've reached home finally...,0
9495,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,0
4104,Agile Funding can help you raise fast,1
10714,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",0
8468,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,0
10750,"Haha... Sounds crazy, dunno can tahan anot...",0
1393,Have you had to pivot your business and if so how?,1
2892,Not raising enough as building a company always takes longer and costs more,1
2397,"There are a number of scenarios where you can use agile fundraising to your advantage, whether you are going out to investors for the first time or have raised multiple rounds of funding already.",1
10537,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,0
2168,"Brad Feld, Jason Calacanis, Elizabeth Yin, who will give you tons of *free* advice AND *free* training on pitching, negotiating with VCs etc.).",1
7227,Hey company elama po mudyadhu.,0
408,"I come from Calgary, Canada, where the tap water is top quality drinking water",1
9214,Ok then i'll let him noe later n ask him call u tmr...,0
6203,"Especially relevant to manufacturing businesses who want to reduce a long working capital cycle, release finance out of the cycle quickly and manage their cash flow more efficiently.",1
2423,"Either way the round closes sooner, without losing investors, a win/win.",1
6845,"An impact investor is, therefore, someone who chooses to support great businesses aiming to do good and make money, rather than just turn a profit.",1
11943,Wrong phone! This phone! I answer this one but assume the other is people i don't well,0
8045,"Come round, it's . ",0
5407,We knew we were onto something when:,1
4017,"Medical technologies are products, services or solutions used to save and improve people’s lives",1
12296,Are u coming to the funeral home,0
11746,"When you just put in the + sign, choose my number and the pin will show. Right?",0
11059,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",0
6937,It was acquired by Bright Network in December 2017.,1
6238,A shift in audience entertainment expectations towards on-demand content,1
8501,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",0
12320,But we havent got da topic yet rite?,0
9095,"Probably, want to pick up more?",0
8421,Do you work all this week ?,0
11658,I cant pick the phone right now. Pls send a message,0
9570,From 5 to 2 only my work timing.,0
4801,"In that same year (2017), I sent a tweet to a journalist and off the back of it we got a 10 minute feature on BBC World news in over 200 countries",1
532,Investing is a two-way partnership and perhaps the answer to a question from an investor is ‘what would you do and how can you support?’.,1
2769,What has been good for acquisition?,1
12380,Its sunny in california. The weather's just cool,0
4181,It features conversations with people startups can learn from with guests are at the forefront of their fields with practical wisdom to impart on entrepreneurship and beyond,1
3294,"However I do think having a working knowledge is important, so i picked up computer languages and some other skills",1
11184,I'm good. Have you registered to vote?,0
9929,Wat's my dear doing? Sleeping ah?,0
3271,It was a lively debate and discussion as we all had different experiences that we could bring to light,1
561,But all is not lost – agile fundraising enables you to raise investment quickly and flexibly in situations just like this.,1
146,"Tell them in no uncertain terms the amount you require, what you will do with it and of course, the share they can expect",1
10373,Also andros ice etc etc,0
11094,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,0
11104,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,0
1429,"For software companies, the main problems in many sectors have been the war for talent (and huge salary inflation for developers) and rising customer acquisition costs",1
1816,"The goal is not just to solve for the cheapest ride or the fastest grocery delivery, but rather to enable fair value distribution",1
3851,One silver lining from covid is the increasing level of cross-border collaboration using technology tools,1
12313,My sister going to earn more than me da.,0
10864,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",0
11758,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,0
6705,"The process was also especially fast – taking only 6 months from inception to integration – and there are already over 700,000 cars on the road which are what3words enabled.",1
1028,We augment this 1st party data with 3rd party data.,1
10214,I want snow. It's just freezing and windy.,0
10399,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",0
397,"For example, WeFarm is the world’s largest farmer-to-farmer digital network",1
540,I’ve made lots of mistakes! The hardest questions are often the simplest and I cringe a little thinking about an early conversation with a VC that asked quite directly what my role in the business was,1
11483,Shopping? Eh ger i toking abt syd leh...Haha,0
7259,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,0
11476,Oh :-)only 4 outside players allowed to play know,0
1974,It’s also helpful to ask the investor directly about their prior investments,1
6543,We are very excited to share this with you – enjoy!,1
11400,Many times we lose our best ones bcoz we are ,0
5740,Investors invest in teams,1
4731,What we look for when recruiting:,1
5599,"“When we set up AIN, angel groups tended to be focused on a regional basis",1
3681,"There’s been no shortage of great EdTech companies over the years, but lockdowns and social distancing have changed the game",1
3649,This highlights something of a mismatch between the sectors in need of funding and the sectors investors are interested in backing.,1
6172,"An angel investor usually has substantial business experience, with the knowledge and contacts to help other businesses succeed",1
12154,"Like  &lt;#&gt; , same question",0
4085,"From redundancy to start up success: aisle 3 raises £200,000 with support from AIN",1
9803,Lil fever:) now fine:),0
7379,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,0
5882,We gained a great deal of interest for the successful SEIS raise in Q1 2019 and hope this momentum carries on with the many global angels on the AIN platform,1
7975,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,0
3130,How has coronavirus impacted your business?,1
4235,Most networks are regional and so draw on a limited pool of angels,1
4566,You do only work that you enjoy and are world class at,1
6384,The traditional investors still hold a monopoly at the forefront of innovation.,1
3371,"With over 3 million people moving to cities every week, finding trustworthy experts in large urban areas has become much harder and very time consuming",1
5298,"With over 3 million people moving to cities every week, finding trustworthy experts in large urban areas has become much harder and very time consuming",1
5066,What message would you have for investors?,1
10211,We got a divorce. Lol. She.s here,0
3432,"#sixtysecondstartup, entrepreneur",1
5525,How is Angel Investment Network different from crowdfunding?,1
2174,Initially not being succinct during pitches,1
983,"As soon as you have a yes, add them to the term sheet",1
2489,Encouragingly for the businesses on the platform there is also more investor activity than ever with a record number of connections made despite the unfortunate circumstances this year.,1
6354,This time last year I wrote a piece called 7 Positives for the UK Startup Scene from the Autumn Budget,1
7668,Have a good evening! Ttyl,0
2572,The increasing awareness around Founder wellbeing and how applying the lens and pressure of Product Market Fit too early can have adverse effects on mental health,1
7655,Tell them the drug dealer's getting impatient,0
4092,The funds at this stage are primarily directed towards advancing the brand’s product and tech build.,1
10791,Love it! I want to flood that pretty pussy with cum...,0
525,I remember the pride we felt with the version of our deck but cringe now at some of those early conversations as we found our feet.,1
5537,AIN offers a very flexible service that grants you access to a large network of potential investors,1
8425,I'll be at mu in like  &lt;#&gt;  seconds,0
8818,Am i that much dirty fellow?,0
11503,She told to hr that he want posting in chennai:)because i'm working here:),0
1176,We understand that most investors will be a lot more cautious in their decisions at this current moment,1
7591,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,0
1844,He revealed the story of presenting his initial wireframes for his app to a board advisor with relevant experience,1
1949,"Secondly the bulk of domestic responsibilities (including childcare) tend to fall on women, simply meaning there has been less time and ability for many to focus on the all consuming life of launching a business",1
9433,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",0
9755,We r outside already.,0
10448,Sorry. || mail? || ,0
9307,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,0
11297,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",0
312,"Entertainment and leisure is the second, followed by fashion and beauty",1
4952,I believe that the government needs to pay attention to the strat-up spaces as much as  the large companies,1
6231,For more information on Allied for Startups please see here.,1
12375,I cant pick the phone right now. Pls send a message,0
4856,How to attract the best and brightest in 2020,1
11039,I'm at home n ready...,0
343,"1) To accelerate our launch into the USA, our key market",1
6574,The official title for the project is ‘Transforming our World: the 2030 Agenda for Sustainable Development’.,1
11155,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",0
3409,"So not only do customers need to spend hours researching their next break, but by the time they are ready to book, flight and hotel prices have gone up",1
11132,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,0
9541,I dont. Can you send it to me. Plus how's mode.,0
11261,You'll never believe this but i have actually got off at taunton. Wow,0
1437,"In the mean time, we thought that these resources could be of use:",1
2543,A shift away from Product Market Fit and towards Founder Market Fit around and for pre-seed investment,1
10207,Oops my phone died and I didn't even know. Yeah I like it better.,0
9355,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",0
9316,That's cause your old. I live to be high.,0
4965,"If you are not, we would advise you to come up with coping strategies such as using relevant ebook lead magnets, offering giveaways that would be useful during a lockdown, create content strategy around the current hot topic as Glorify has done here.",1
6776,We want to focus on building the brand and making the platform the go-to place for free independent films,1
9786,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,0
11624,I'm on the bus. Love you,0
10173,It vl bcum more difficult..,0
4558,"Starting in the 1950s with ‘jobs for life’, we moved to ‘jobs for years’ to a separation of ‘core’ permanent jobs vs ‘temporary’ work conducted by consultants, interim roles, part-timers, external experts and freelancers",1
3733,"Whole schools can share and collaborate on lesson plans, keeping consistency while allowing teachers to design and plan lessons in a fraction of the time.",1
1809,Building: It is built to be open and comprehensive by deeply integrating into the lives of participants ,1
9119,I hope you know I'm still mad at you.,0
1229,"Sports events will happen again, it’s just a question of when so we just need to be as prepared as possible.",1
12376,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,0
3798,Why did you decide to raise investment? ,1
11027,Lol its ok I didn't remember til last nite,0
3164,"We spoke to him about why they set up the company, how they started to grow it and what effects Covid-19 has been having on their business.",1
8929,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,0
10064,"Sounds good, keep me posted",0
3275,"Although it is true there are less female founders, my personal view is that we could be in danger of creating a barrier that might be more psychological",1
8765,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,0
11662,No. Yes please. Been swimming?,0
8267,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,0
3520,"New content includes spotlight interviews with founders, advice and guidance for startups who need support",1
11082,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",0
4515,Interestingly it is founders whose journey opens up a unique path into this horizon of the Almost Now who find themselves most comfortable working and operating in this liminal space,1
8749,DO NOT B LATE LOVE MUM,0
6518,But these should serve as a useful starting point,1
7705,"I don't think I can get away for a trek that long with family in town, sorry",0
11068,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,0
4849,Investors are seeing the opportunity for huge innovation with ag-tech and smarter food production so we can use technology to be more sustainable for the land.”,1
6501,"It’s an important process for gauging sales volume, pricing and ultimately whether there is sufficient opportunity to develop an idea into a lucrative business",1
4186,"Currently, the diagnosis and monitoring of many chronic health conditions is inadequate, leading to people suffering when they don’t need to or even shortening their life expectancy",1
7433,Booked ticket for pongal?,0
11827,Lol no. Just trying to make your day a little more interesting,0
2463,"Firstly, don’t push the valuation too high initially",1
9469,* Am on my way,0
1729,"Meanwhile investors registering on the site have surged nearly 40% year on year, now standing at more than 200,000 registered business angels",1
5039,"Right now, we are focusing on keeping engaged with our audience and using our platform to continue to raise awareness about the importance of shopping sustainably",1
9084,How are you. Wish you a great semester,0
10323,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,0
11685,But pls dont play in others life.,0
12143,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,0
277,"We had no budget for marketing and when we launched we pretty much prayed we get customers, lucky for us people were googling  for a halal meal kit service, thus, my first customer was a Dr who kindly posted our service on  Instagram, result of that we approached various influencers from different professions,  and and from that we organically built and grew ourselves this is going back in April 2019 and still we haven’t spent any money on marketing apart from a offering a recipe box in exchange for a shout out, plus our lovely customers a promote us",1
399,"These sorts of initiatives can improve efficiency, best practice and help reduce CO2 emissions",1
4967,We are offering our annual plans at a whopping 60% discount purely because we understand that businesses are running on low fuel during this unfortunate time.,1
1363,Many people often look to social media to validate a business or support them if they are customers,1
3253,"The Coronavirus has already had a huge impact, and no doubt is affecting the way that you go about your day to day life.",1
9882,Anything lor is she coming?,0
445,"Fundraising, Investment",1
2776,Even with a crowdfunding platform there is a lot of work to get a pitch ready and then the closing off of the investment round.,1
4267,"But it’s not just about funding; it’s about creating an entrepreneurial community, in this locked-down world",1
7742,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0
9622,Ok lor...,0
6018,It is the 6th most popular category for investors but only 14th for pitch ideas.,1
722,A shift that is important to be aware of and understand whether you are a founder or investor,1
2316,We looked at the current price comparison incumbents as well as Amazon and Google and were staggered that no-one was able to aggregate information that means we would see all of our buying options on one tab,1
6711,The what3words team’s execution over the past four years has made a mockery of that.,1
2859,"Passion, integrity, evidence of continuous learning (even following people on Twitter to learn more about a particular subject), desire to help other people less fortunate and ideally EVIDENCE that they’ve actually done it (e.g",1
9861,Adult 18 Content Your video will be with you shortly,0
7086,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,0
12470,I thought slide is enough.,0
8561,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,0
5307,"It may sound obvious now, but one thing that we learnt whilst raising our first seed round is to be “Investment ready”",1
2350,If you don’t know the answer don’t try and talk around it,1
5954,"Some of the companies who benefitted from, or perhaps helped create, this growth in interest include: Verv – an AI home energy assistant – and Demizine – an end-to-end home water recycling system using technology originally engineered for space stations",1
3896,"I’m doing pretty well, thanks",1
1491,"If they go at the weekend, there is often a long waiting time",1
331,  Entertainment & Leisure,1
7639,I had askd u a question some hours before. Its answer,0
12030,Hey... Very inconvenient for your sis a not huh?,0
8657,S:-)if we have one good partnership going we will take lead:),0
8547,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0
6862,"She sat down with Danny Witter, CEO & Co-Founder of Work For Good, to get some insight into the problem of corporate giving and the Work For Good solution…",1
12219,Pls she needs to dat slowly or she will vomit more.,0
11383,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,0
2645,Perhaps instead of looking forwards we need to to more frequently start looking backwards,1
11091,I remain unconvinced that this isn't an elaborate test of my willpower,0
8594,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0
3002,"And for an eCommerce store to do well, they need to have high performing ads, a trustworthy brand, a website/online store with images that represent their products authentically and attractively",1
6531,Tim Armoo – the 23-year- old marketing whizz behind Fanbytes – a Snapchat-focused influencer marketing platform,1
9312,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",0
7853,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",0
8922,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,0
10957,So i could kiss and feel you next to me...,0
4765,Not raising enough as building a company always takes longer and costs more,1
8839,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,0
4439,The SEIS/EIS schemes allow investors to claim tax relief on the money they are investing into your company,1
11848,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,0
6953,"The restaurant has been featured widely across the media, including in The Telegraph, the BBC, CNN International, BBC Radio London, Hospitality Interiors magazine and in Time Out magazine, listed as one of the three best new Indian locals for 2017.",1
4365,Funding for successful Startup applicants will cover the entire cost of a placement for the duration of 6 months,1
8469,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0
2254,AIN seemed like the method of raising financing that was most likely to get results,1
6844,"Impact investments are made, with financial returns in mind, into businesses targetting profitability alongside their social mission.",1
5344,"Whilst social media advertising remains a strong channel for us, we are now building our brand across a range of channels – from social, SEM and content creators to large partnerships",1
11712,Big brotherÛ÷s really scraped the barrel with this shower of social misfits,0
6648,WHAT STAGE ARE YOU AT?,1
7939,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,0
10292,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,0
3984,"The questions that caught me out, certainly at the start of my journey, were the simple ones that I expected an investor to know and made me doubt my own answer",1
10502,Free any day but i finish at 6 on mon n thurs...,0
10240,Ok i've sent u da latest version of da project.,0
12215,I keep ten rs in my shelf:) buy two egg.,0
150,When I launched my start-up GrubClub I realised the importance and power of understanding different perspectives,1
4818,It takes a very unique person to work as part of the One Year No Beer team because they have to be able to deal with emotions and difficult situations each and every day.,1
7217,Easy ah?sen got selected means its good..,0
5531,Our investors are self-certified as sophisticated investors and/or high net worth individuals,1
2453,How have you overcome challenges during COVID?,1
5053,Kinsume offers unlimited scalability to influencers’ work by enabling them to earn money from recommending their favourite products to their followers and friends,1
5677,Olivia was recognised for three key reasons,1
372,This is particularly the case with passion-driven angels,1
